"CLIENT_CODE","FILE_NBR","FRASE_HOSP_NAME","SUBMISSION_NUMBER","FRASE_ADDR1","FRASE_ADDR2","FRASE_ADDR3","FRASE_CITY","FRASE_COUNTY","FRASE_COUNTY_DESC","FRASE_STATE","FRASE_ZIP","FRASE_EMAIL_ADDR","A1_1A","A1_1B","A1_1C","A1_1D","A1_1E","A1_1F","A1_1G","A1_1H","A1_1I","A1_1J","A1_1K","A1_1L","A1_1M","A1_1N","A1_1O"
"23",100103,"NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS","00100103010120191231201906302020020247","922 E CALL ST",,,"STARKE","4","BRADFORD","FL","32091","john.emery@shandslakeshore.com",,"101310","100072","Shands Starke Regional  Medical Center","922 Call Street","Starke","Bradford","32091","Zachary W. Ervin","4000 Meridian Blvd, Franklin, TN 37067","Zachary W. Ervin","Senior Revenue Manager","9043682374","6153732603","zachary_ervin@chs.net"
"23",100217,"STEWARD SEBASTIAN RIVER MEDICAL CENTER","00100217010120191231201907242020043906","13695 US HIGHWAY 1",,,"SEBASTIAN","31","INDIAN RIVER","FL","32958-3230","debra.alderman@steward.org",,"100217","120014","STEWARD SEBASTIAN RIVER MEDICAL CENTER","13695 US HIGHWAY 1","SEBASTIAN","INDIAN RIVER","32958","DAVID CALLUM","13695 US HIGHWAY 1 SEBASTIAN, FL 32958","DAVID CALLUM","CHIEF FINANCIAL OFFICER","7725893186","7725896380","compass@hfgflorida.com"
"23",110025,"UF HEALTH REHAB HOSPITAL","00110025030520191231201907212020030820","2708 SW ARCHER RD",,,"GAINESVILLE","1","ALACHUA","FL","32608","MCecchini@ufhealthrehabhospital.com",,"10-3046 ","103449400 ","UF HEALTH REHAB HOSPITAL","2708 SW ARCHER RD","GAINESVILLE","ALACHUA","32608","Brady Renn","4714 Gettysburg Road, Mechanicsburg PA 17055","Deb Caloiaro","Regional Director of Finance","7175471540",,"brenn@selectmedical.com"
"23",23960034,"MELBOURNE REGIONAL MEDICAL CENTER","23960034010120191231201907232020061148","250 N WICKHAM RD",,,"MELBOURNE","5","BREVARD","FL","32935","Aaron.Gicca@steward.org",,"100291","103209","MELBOURNE REGIONAL MEDICAL CENTER","250 NORTH WICKHAM ROAD","MELBOURNE","BREVARD","32935","CARMEN K. ACKER","250 NORTH WICKHAM ROAD MELBOURNE, FL 32935","CARMEN K. ACKER","CHIEF FINANCIAL OFFICER","3217521200","3217521698","compass@hfgflorida.com"
"23",100165,"WESTCHESTER GENERAL HOSPITAL","00100165010120191231201907282020050316","2500 SW 75TH AVE",,,"MIAMI","13","MIAMI-DADE","FL","33155","mvaldes@westchesterhospital.com",,"100284","100625","WESTCHESTER GENERAL HOSPITAL","2500 SOUTHWEST 75TH AVENUE","MIAMI","MIAMI-DADE","33155","ERIKA LEDEZMA","2500 SOUTHWEST 75TH AVENUE MIAMI, FL 33155","ERIKA LEDEZMA","CHIEF FINANCIAL OFFICER","3052645252","3052676920","compass@hfgflorida.com"
"23",100072,"ADVENTHEALTH FISH MEMORIAL","00100072010120191231201906012020085236","1055 SAXON BLVD",,,"ORANGE CITY","64","VOLUSIA","FL","32763","Robert.Deininger@adventhealth.com",,"100072","101826","ADVENTHEALTH FISH MEMORIAL","1055 SAXON BOULEVARD","ORANGE CITY","VOLUSIA","32763","ERIC OSTARLY","1055 SAXON BOULEVARD ORANGE CITY, FL 32763","ERIC OSTARLY","CHIEF FINANCIAL OFFICER","3869175000","3869175019","compass@hfgflorida.com"
"23",100099,"ADVENTHEALTH LAKE WALES","00100099090120191231201905202020100838","410 S 11TH ST",,,"LAKE WALES","53","POLK","FL","33853","carolyn.mccarty@adventhealth.com",,"100099","101664","ADVENTHEALTH LAKE WALES","410 SOUTH 11TH STREET","LAKE WALES","POLK","33853","WILLIAM HEINRICH","410 SOUTH 11TH STREET LAKE WALES, FL 33853","WILLIAM HEINRICH","CHIEF FINANCIAL OFFICER","8636761433","8636782752","compass@hfgflorida.com"
"23",100110,"OSCEOLA REGIONAL MEDICAL CENTER","00100110010120191231201905292020111850","700 W OAK ST",,,"KISSIMMEE","49","OSCEOLA","FL","34741",,,"100110","101389","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","OSCEOLA","34741","CARRIE W. BIGGAR","700 WEST OAK STREET KISSIMMEE, FL 34741","CARRIE W. BIGGAR","CHIEF FINANCIAL OFFICER","4078462266","4075183616","compass@hfgflorida.com"
"23",100120,"KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE","00100120010120191231201905292020024535","1516 E LAS OLAS BLVD",,,"FORT LAUDERDALE","6","BROWARD","FL","33301","lisa.haham@kindred.com",,"102010","10019600","Kindred Hospital Fort Lauderdale","1516 East Las Olas Blvd","Fort Lauderdale","Broward","33301","Dean Card","1516 East Las Olas Blvd, Fort Lauderdale, Florida 33301","Dean Card","CFO","9547132443","9545248047","Dean.Card@Kindred.com"
"23",100131,"AVENTURA HOSPITAL AND MEDICAL CENTER","00100131010120191231201905272020123334","20900 BISCAYNE BLVD",,,"AVENTURA","13","MIAMI-DADE","FL","33180","chase.bennion@hcahealthcare.com",,"100131","120375","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BOULEVARD","AVENTURA","MIAMI-DADE","33180","JALIMA HERNANDEZ","20900 BISCAYNE BOULEVARD AVENTURA, FL 33180","JALIMA HERNANDEZ","CHIEF FINANCIAL OFFICER","3056827000","3056827042","compass@hfgflorida.com"
"23",100143,"KINDRED HOSPITAL-CENTRAL TAMPA","00100143010120191231201906032020121754","4801 N HOWARD AVE",,,"TAMPA","29","HILLSBOROUGH","FL","33603","SUTHANTHIRA.RATNASAMY@KINDRED.COM",,"102013","10230000","Kindred Hospital Central","4801 N Howard Ave","Tampa","Hillsborough","33603","Michael Lovejoy","Same as above","Michael Lovejoy","Controller","8134976703","8138756351","michael.lovejoy@kindred.com"
"23",100151,"MAYO CLINIC","00100151010120191231201905142020033533","4500 SAN PABLO RD",,,"JACKSONVILLE","16","DUVAL","FL","32224","dunn.ajani@mayo.edu",,"100151","100722","Mayo Clinic Florida","4500 San Pablo Road","Jacksonville","Duval","32224","Brian Cocciolo","Mayo Clinic Florida, 4500 San Pablo Road, Jacksonville, FL 32224","Brian Cocciolo","Reimbursement Manager","9049530579","9049530579","cocciolo.brian@mayo.edu"
"23",100191,"MEDICAL CENTER OF TRINITY","00100191010120191231201905282020103410","9330 SR 54",,,"TRINITY","51","PASCO","FL","34655","susan.gammon2@hcahealthcare.com",,"100191","105520","MEDICAL CENTER OF TRINITY","9330 STATE ROAD 54","TRINITY","PASCO","34655","MICHAEL J. WYERS","9330 STATE ROAD 54 TRINITY, FL 34655","MICHAEL J. WYERS","CHIEF FINANCIAL OFFICER","7278344000","7278344912","compass@hfgflorida.com"
"23",100209,"KENDALL REGIONAL MEDICAL CENTER","00100209010120191231201905282020110440","11750 BIRD RD",,,"MIAMI","13","MIAMI-DADE","FL","33175","Brandon.Haushalter@hcahealthcare.com",,"100209","120138","KENDALL REGIONAL MEDICAL CENTER","11750 SW 40 STREET","MIAMI","MIAMI-DADE","33175","RICHARD A. READ","11750 SW 40 STREET MIAMI, FL 33175","RICHARD A. READ","CHIEF FINANCIAL OFFICER","3052233000","3052292444","compass@hfgflorida.com"
"23",100212,"OCALA REGIONAL MEDICAL CENTER","00100212010120191231201905282020091239","1431 SW 1ST AVE",,,"OCALA","42","MARION","FL","34474","chad.christianson@hcahealthcare.com",,"100212","109886","OCALA REGIONAL MEDICAL CENTER","1431 SOUTHWEST FIRST AVENUE","OCALA","MARION","34474","SCOTT HANKINSON","1431 SOUTHWEST FIRST AVENUE OCALA, FL 34474","SCOTT HANKINSON","CHIEF FINANCIAL OFFICER","3524011000","3524011198","compass@hfgflorida.com"
"23",100223,"FORT WALTON BEACH MEDICAL CENTER","00100223010120191231201905202020110213","1000 MAR-WALT DR",,,"FORT WALTON BEACH","46","OKALOOSA","FL","32547","vicki.tarro@hcahealthcare.com",,"100223","111325","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DRIVE","FORT WALTON BEACH","OKALOOSA","32547","JEFFREY S. MOORE","1000 MAR-WALT DRIVE FORT WALTON BEACH, FL 32547","JEFFREY S. MOORE","CHIEF FINANCIAL OFFICER","8508621111","8508629149","compass@hfgflorida.com"
"23",100231,"WEST FLORIDA HOSPITAL","00100231010120191231201905282020082409","8383 N DAVIS HWY",,,"PENSACOLA","17","ESCAMBIA","FL","32514","gay.nord@hcahealthcare.com",,"100231","113212","WEST FLORIDA HOSPITAL","8383 NORTH DAVIS HIGHWAY","PENSACOLA","ESCAMBIA","32514","DUSTIN FOSNESS","8383 NORTH DAVIS HIGHWAY PENSACOLA, FL 32514","DUSTIN FOSNESS","CHIEF FINANCIAL OFFICER","8504944000","8504944382","compass@hfgflorida.com"
"23",100242,"GULF COAST REGIONAL MEDICAL CENTER","00100242010120191231201905262020104532","449 W 23RD ST",,,"PANAMA CITY","3","BAY","FL","32405","laura.maender@hcahealthcare.com",,"100242","117617","GULF COAST REGIONAL MEDICAL CENTER","449 WEST 23RD STREET","PANAMA CITY","BAY","32405","AMBER R. GOODPASTER","449 WEST 23RD STREET PANAMA CITY, FL 32405","AMBER R. GOODPASTER","CHIEF FINANCIAL OFFICER","8507698341","8507708938","compass@hfgflorida.com"
"23",110034,"EMERALD COAST BEHAVIORAL HOSPITAL","00110034010120191231201906032020094957","1940 HARRISON AVE",,,"PANAMA CITY","3","BAY","FL","32405","tim.bedford@uhsinc.com",,"104073",,"EMERALD COAST BEHVIORAL HOSPITAL","1940 HARRISON AVENUE","PANAMA CITY","BAY","32405","KRISTEN SARGENT","UNIVERSAL HEALTH SERVICES 1000 HEALTH PARK DRIVE, BLDG THREE, SUITE 400 BRENTWOOD, TN  37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6153494293","Kristen.Sargent@uhsinc.com"
"23",110051,"LA AMISTAD RESIDENTIAL TREATMENT CENTER","00110051010120191231201906022020022937","1650 PARK AVE N",,,"MAITLAND","48","ORANGE","FL","32751",,,,,"LA AMISTAD RESIDENTIAL TREATMENT CENTER","1650 Park Avenue North","Maitland","Orange","32751-6570","ELIZABETH GORMLEY","UNIVERSAL HEALTH SERVICES, 1000 HEALTH PART DRIVE, SUITE 400, BRENTWOOD, TN  37027","Bess Gormley","Reimbursement Manager","6153125848",,"bess.gormley@uhsinc.com"
"23",111520,"GULF COAST TREATMENT CENTER","00111520010120191231201906022020024709","1015 MAR WALT DR",,,"FORT WALTON BEACH","46","OKALOOSA","FL","32547","Karen.Jackson@uhsinc.com",,,"012293100","GULF COAST TREATMENT CENTER","1015 MARWALT DRIVE","FORT WALTON BEACH","OKALOOSA","42542","ELIZABETH GORMLEY","1000 Health Park Dr., Bld 3, Suite 400, Brentwood, TN 37027","Bess Gormley","Reimbursement Manager","6153125848","0","bess.gormley@uhsinc.com"
"23",100115,"KINDRED HOSPITAL-BAY AREA-TAMPA","00100115010120191231201906092020024201","4555 S MANHATTAN AVE",,,"TAMPA","29","HILLSBOROUGH","FL","33611",,,"10-2009","0102342-00","Kindred Hospital Bay Area Tampa","4555 S. Manhattan Ave","Tampa","Hillsborough","33611","Leah Drabant","3030 Sixth Street South St Petersburg, FL 33705","Leah Drabant","Controller","9412245847","7278926828","leah.drabant@kindred.com"
"23",100161,"CENTRAL FLORIDA REGIONAL HOSPITAL","00100161010120191231201906052020091456","1401 W SEMINOLE BLVD",,,"SANFORD","59","SEMINOLE","FL","32771",,,"100161","101788","CENTRAL FLORIDA REGIONAL HOSPITAL","1401 WEST SEMINOLE BOULEVARD","SANFORD","SEMINOLE","32771","VINCE WYATT","1401 WEST SEMINOLE BOULEVARD SANFORD, FL 32771","VINCE WYATT","Interim CFO","4073214500","4073242155","compass@hfgflorida.com"
"23",100241,"LAKE BUTLER HOSPITAL","00100241010120191231201906012020055602","850 E MAIN ST",,,"LAKE BUTLER","63","UNION","FL","32054","phoward@lakebutlerhospital.com",,"101303","10822700","Lake Butler Hospital","850 East Main Street","Lake Butler","Union","32054","Paula Webb","850 East Main Street, Lake Butler, FL. 32054","Paula Webb","President/CFO","3864969226","3864961611","pwebb@lakebutlerhospital.com"
"23",110022,"PORT ST LUCIE HOSPITAL","00110022010120191231201906022020105249","2550 SE WALTON RD",,,"PORT SAINT LUCIE","56","ST. LUCIE","FL","34952","cpienciak@portstluciehospitalinc.com",,"792852",,"PORT ST LUCIE HOSPITAL","2550 SE WALTON ROAD","PORT ST LUCIE HOSPITAL","ST LUCIE","34952","WARREN B KNIGHT","13406 CORTEZ BLVD  BROOKSVILLE FL 34613","WARREN B KNIGHT","CFO","8139781933","8139781951","warren@oglethorpeinc.com"
"23",100042,"KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD","00100042010120191231201906082020112136","1859 VAN BUREN ST",,,"HOLLYWOOD","6","BROWARD","FL","33020","david.wagner@kindred.com",,"100120","10191500","Kindred Hospital South Florida Hollywood","1859 Van Buren St.","Hollywood","Broward","33020","Michel DuChaussee","1859 Van Buren St. Hollywood Florida 33020","Michel DuChaussee","CFO","9549263802","9549263877","michel.duchaussee@kindred.com"
"23",100045,"ADVENTHEALTH DELAND","00100045010120191231201905282020021747","701 W PLYMOUTH AVE",,,"DELAND","64","VOLUSIA","FL","32720",,,"100045","101877","ADVENTHEALTH DELAND","701 WEST PLYMOUTH AVENUE","DELAND","VOLUSIA","32720","KYLE GLASS","701 WEST PLYMOUTH AVENUE DELAND, FL 32720","KYLE GLASS","CHIEF FINANCIAL OFFICER","3869434522","3869433674","compass@hfgflorida.com"
"23",104026,"FORT LAUDERDALE BEHAVIORAL HEALTH CENTER","00104026010120191231201903052020113615","5757 N DIXIE HIGHWAY",,,"OAKLAND PARK","6","BROWARD","FL","33334","manny.llano@uhsinc.com",,"104026",,"FORT LAUDERDALE BEHAVIORAL HEALTH CENTER","5757 N DIXIE HIGHWAY","OAKLAND PARK","BROWARD","33334","KRISTEN SARGENT","UNIVERSAL HEALTH SERVICES1000 HEALTH PARK DRIVE, SUITE 400BRENTWOOD, TN  37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6152501000","kristen.sargent@uhsinc.com"
"23",110010,"WELLINGTON REGIONAL MEDICAL CENTER","00110010010120191231201906022020121630","10101 FOREST HILL BLVD",,,"WELLINGTON","50","PALM BEACH","FL","33414","susan.mulvey@uhsinc.com",,"100275","102130","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BOULEVARD","WELLINGTON","PALM BEACH","33414","TONJA B. MOSLEY","10101 FOREST HILL BOULEVARD WELLINGTON, FL 33414","TONJA B. MOSLEY","CHIEF FINANCIAL OFFICER","5617988500","5617988658","compass@hfgflorida.com"
"23",110049,"SUNCOAST BEHAVIORAL HEALTH CENTER","00110049010120191231201906022020024525","4480 51ST ST W",,,"BRADENTON","41","MANATEE","FL","34210","brandy.hamilton@uhsinc.com",,"104078",,"SUNCOAST BEHAVIORAL HEALTH CENTER","4480 51ST STREET WEST","BRADENTON","MANATEE","34210","KRISTEN SARGENT","UNIVERSAL HEALTH SERVICES 1000 HEALTH PARK DRIVE, BLDG THREE, SUITE 400 BRENTWOOD, TN  37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6153494293","Kristen.Sargent@uhsinc.com"
"23",23960090,"KINDRED HOSPITAL MELBOURNE","23960090010120191231201906082020102729","765 W NASA BLVD",,,"MELBOURNE","5","BREVARD","FL","32901","pamela.reed01@kindred.com",,"102027","1681500","KINDRED HOSPITAL MELBOURNE","765 WEST NASA BLVD.","MELBOURNE","BREVARD","329011815","RICKIE SIMMONS","765 WEST NASA BLVD. , MELBOURNE, FL. 329011815","RICKIE SIMMONS","Controller","9042979574","9042849250","Rickie_Simmons@kindredhealthcare.com"
"23",23960153,"PALM POINT BEHAVIORAL HEALTH","23960153010120191231201906082020115618","2355 TRUMAN SCARBOROUGH WAY",,,"TITUSVILLE","5","BREVARD","FL","32796",,,"104082",,"PALM POINT BEHAVIORAL HEALTH","2355 TRUMAN SCARBOROUGH WAY","TITUSVILLE","BREVARD","32796","KRISTEN SARGENT","1000 HEALTH PARK DRIVE, BUILDING THREE, SUITE 400, BRENTWOOD, TN 37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6153494293","Kristen.Sargent@uhsinc.com"
"23",110043,"WILLOUGH AT NAPLES, THE","00110043010120191231201906012020041622","9001 TAMIAMI TRL E",,,"NAPLES","11","COLLIER","FL","34113","rafaelperez@gmail.com",,"790295",,"THE WILLOUGH AT NAPLES","9001 TAMIAMI TRAIL EAST","NAPLES","COLLIER","34113","WARREN B KNIGHT","13406 CORTEZ BLVD, BROOKSVILLE FL 34613","WARREN B KNIGHT","CHIEF FINANCIAL OFFICER","8139781933","8139781951","warren@oglethorpeinc.com"
"23",110054,"SPRINGBROOK HOSPITAL","00110054010120191231201906012020033744","7007 GROVE RD",,,"BROOKSVILLE","27","HERNANDO","FL","34609","anniem@springbrookhospital.org",,"788104",,"SPRINGBROOK HOSPITAL","7007 GROVE ROAD","BROOKSVILLE","HERNANDO","34609","WARREN B. KNIGHT","13406 CORTEZ BLVD. BROOKSVILLE FL 34613","WARREN B. KNIGHT","CHIEF FINANCIAL OFFICER","8139781933","8139781951","warren@oglethorpeinc.com"
"23",23960074,"KINDRED HOSPITAL THE PALM BEACHES","23960074010120191231201906102020111539","5555 W BLUE HERON BLVD",,,"RIVIERA BEACH","50","PALM BEACH","FL","33418","lisa.ferguson@kindred.com",,"103010","417000","Kindred Hospital - The Palm Beaches","5555 West Blue Heron Blvd","Riviera Beach","Palm Beach","33418","Dean Card","5555 West Blue Heron Blvd","Dean Card","CFO","9547132443","5618452105","Dean.Card@Kindred.com"
"23",23960083,"CENTRAL FLORIDA BEHAVIORAL HOSPITAL","23960083010120191231201906052020091138","6601 CENTRAL FLORIDA PKWY",,,"ORLANDO","48","ORANGE","FL","32821",,,"104072",,"CENTRAL FLORIDA BEHAVIORAL HOSPITAL","6601 CENTRAL FLORIDA PARKWAY","ORLANDO","ORANGE","32821","KRISTEN SARGENT","UNIVERSAL HEALTH SERVICES 1000 HEALTH PARK DRIVE, BLDG THREE, SUITE 400 BRENTWOOD, TN  37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6153494293","Kristen.Sargent@uhsinc.com"
"23",23960125,"CORAL SHORES BEHAVIORAL HEALTH","23960125010120191231201906082020120632","5995 SE Community Drive",,,"STUART","43","MARTIN","FL","34997","gina.dalessandro@uhsinc.com",,"104078",,"CORAL SHORES BEHAVIORAL HEALTH","5995 SE COMMUNITY DRIVE","STUART","MARTIN","34997","KRISTEN SARGENT","UNIVERSAL HEALTH SERVICES 1000 HEALTH PARK DRIVE, BLDG THREE, SUITE 400 BRENTWOOD, TN  37027","KRISTEN SARGENT","REIMBURSEMENT MANAGER","6153125733","6153494293","Kristen.Sargent@uhsinc.com"
"23",100137,"ADVENTHEALTH HEART OF FLORIDA","00100137090120191231201906162020082147","40100 HIGHWAY 27",,,"DAVENPORT","53","POLK","FL","33837","carolyn.mccarty@adventhealth.com",,"100137","102288","ADVENTHEALTH HEART OF FLORIDA","40100 HIGHWAY 27","DAVENPORT","POLK","33837","WILLIAM HEINRICH","40100 HIGHWAY 27 DAVENPORT, FL 33837","WILLIAM HEINRICH","CHIEF FINANCIAL OFFICER","8634224971","8634192264","compass@hfgflorida.com"
"23",23960073,"THE VINES HOSPITAL","23960073010120191231201906122020083731","3130 SW 27TH AVE",,,"OCALA","42","MARION","FL","34474","Stephen.Quintyne@uhsinc.com",,"104071",,"THE VINES HOSPITAL","3130 SW 27TH AVENUE","OCALA","MARION","34471","ELIZABETH GORMLEY","1000 Health Park Dr., Bld 3, Suite 400, Brentwood, TN 37027","Bess Gormley","Reimbursement Manager","6153125848",,"bess.gormley@uhsinc.com"
"23",23960129,"BLACKBERRY CENTER","23960129010120191231201906162020085703","91 BEEHIVE CIR",,,"SAINT CLOUD","49","OSCEOLA","FL","34769","joshea83@aol.com",,"104081",,"BLACKBERRY CENTER","13406 Cortez Blvd.","Brooksville","Florida",,"WARREN KNIGHT","13406 Cortez Blvd.  Brooksville, FL 34613",,,"8139781933",,"warren@oglethorpeinc.com"
"23",100074,"ORLANDO HEALTH ST. CLOUD HOSPITAL","00100074010120191231201906242020024600","2906 17TH ST",,,"SAINT CLOUD","49","OSCEOLA","FL","34769","david.strong@orlandohealth.com",,"100302","100302","St. Cloud Regional Medical Center","2906 17th Street,  St. Cloud, FL","Saint Cloud","Osceola","34769","Ben DeBoer","4000 Meridian Blvd.  Franklin, TN 37067","Adam Bruning","Revenue Manager","6154657232","6153732603","adam_bruning@chs.net"
"23",100102,"SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","00100102010120191231201906232020045047","368 NE FRANKLIN ST",,,"LAKE CITY","12","COLUMBIA","FL","32055","rhonda.sherrod@shandslakeshore.com",,"100102","100331","Shands Lake Shore Regional Medical Center","368 NE Franklin Street","Lake City","Columbia","32055","Zachary W. Ervin","4000 Meridian Blvd, Franklin, TN 37067","Zachary W. Ervin","Senior Revenue Manager","6156286501","6153732603","zachary_ervin@chs.net"
"23",100032,"BAYFRONT HEALTH ST PETERSBURG","00100032010120191231201906302020044402","701 6TH ST S",,,"SAINT PETERSBURG","52","PINELLAS","FL","33701","sharon.hayes@bayfronthealth.com",,"100032","101567","Bayfront Health - St. Petersburg","701 Sixth Street South","St. Peterburg","Pinellas","33701","Tien Nguyen","4000 Meridian Blvd.
3rd Floor, Revenue Management
Franklin, TN 37067","Tien Nguyen","Revenue Manager","6154657411","6153732603","tien_nguyen@chs.net"
"23",100046,"ADVENTHEALTH ZEPHYRHILLS","00100046010120191231201906262020110415","7050 GALL BLVD",,,"ZEPHYRHILLS","51","PASCO","FL","33541-1347","carolyn.mccarty@adventhealth.com",,"100046","101494","ADVENTHEALTH ZEPHYRHILLS","7050 GALL BOULEVARD","ZEPHYRHILLS","PASCO","33541","TIMOTHY WIDDISON","3100 EAST FLRTCHER TAMPA, FL 33613","TIMOTHY WIDDISON","VP FINANCE AH WEST FL DIV","8136157518","8136157339","compass@hfgflorida.com"
"23",100053,"HIALEAH HOSPITAL","00100053010120191231201906262020040810","651 E 25TH ST",,,"HIALEAH","13","MIAMI-DADE","FL","33013","Seena.Jose@tenethealth.com",,"100053","100412","HIALEAH HOSPITAL","651 EAST 25TH STREET","HIALEAH","MIAMI-DADE","33013","ALEXANDER FERREIRA","651 EAST 25TH STREET HIALEAH, FL 33013","ALEXANDER FERREIRA","CONTROLLER","3056936100","3058354252","compass@hfgflorida.com"
"23",100055,"ADVENTHEALTH NORTH PINELLAS","00100055010120191231201906252020094124","1395 S PINELLAS AVE",,,"TARPON SPRINGS","52","PINELLAS","FL","34689","Carolyn.McCarty@adventhealth.com",,"100055","101613","ADVENTHEALTH NORTH PINELLAS","1395 S PINELLAS AVENUE","TARPON SPRINGS","PINELLAS","34689","TIMOTHY WIDDISON","3100 EAST FLETCHER AVENUE TAMPA, FL 33613","TIMOTHY WIDDISON","VP FINANCE AH WEST FL DIV","8136157518","8136157339","compass@hfgflorida.com"
"23",100062,"ADVENTHEALTH OCALA","00100062010120191231201906272020055437","1500 SW 1ST AVE",,,"OCALA","42","MARION","FL","34471",,,"100062","101176","ADVENTHEALTH OCALA","1500 SW 1ST AVENUE","OCALA","Marion","34471","TIMOTHY WIDDISON","3100 EAST FLETCHER AVE TAMPA, FL 33613","TIMOTHY WIDDISON","VP FINANCE, WEST FL  DIV","8136157518","8136157339","compass@hfgflorida.com"
"23",103028,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE","00103028010120191231201903312020124633","4399 NOB HILL RD",,,"SUNRISE","6","BROWARD","FL","33351",,,"103028","120278","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE","4399 NOB HILL ROAD","SUNRISE","BROWARD","33351","LAURA CURRAN","4399 NOB HILL ROAD SUNRISE, FL 33351","LAURA CURRAN","CONTROLLER","9547490300","9547461378","compass@hfgflorida.com"
"23",103038,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI","00103038010120191231201903312020084112","20601 OLD CUTLER RD",,,"MIAMI","13","MIAMI-DADE","FL","33189","luis.allende-ruiz@encompasshealth.com",,"103038","102709","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI","20601 OLD CUTLER ROAD","MIAMI","MIAMI-DADE","33189","JOSE L. ZAMBRANA","20601 OLD CUTLER ROAD MIAMI, FL 33189","JOSE L. ZAMBRANA","CONTROLLER","3052513800","3052515978","compass@hfgflorida.com"
"23",110027,"SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH","00110027010120191231201903312020101437","101 E FLORIDA AVE",,,"MELBOURNE","5","BREVARD","FL","32901","denise.mcgrath@encompasshealth.com",,"103034","120421","SEA PINES REHABILITATION HOSPITAL AFFLIATE OF ENCOMPASS HEALTH","101 EAST FLORIDA AVENUE","MELBOURNE","BREVARD","32901","DANA A. EDWARDS","101 EAST FLORIDA AVENUE MELBOURNE, FL 32901","DANA A. EDWARDS","CHIEF FINANCIAL OFFICER","3219844600","3217277411","compass@hfgflorida.com"
"23",100023,"CITRUS MEMORIAL HOSPITAL","00100023010120191231201905272020014214","502 HIGHLAND BLVD",,,"INVERNESS","9","CITRUS","FL","34452","Ginger.Carroll@HCAhealthcare.com",,"100023","102199","CITRUS MEMORIAL HOSPITAL","502 W. HIGHLAND BLVD.","INVERNESS","CITRUS","344524754","CHRISTOPHER M. GREEN","502 W. HIGHLAND BLVD. INVERNESS, FL 34452-4754","CHRISTOPHER M. GREEN","CHIEF FINANCIAL OFFICER","3527261551","3523446565","compass@hfgflorida.com"
"23",100044,"CLEVELAND CLINIC MARTIN NORTH HOSPITAL","00100044010120191231201905292020032509","200 SE HOSPITAL AVE",,,"STUART","43","MARTIN","FL","34994","Brandi.Thomas@martinhealth.org",,"100044","101184","Martin Memorial Medical Center","301 SE Hospital Ave","Stuart","Martin","34994","Kyle K Buchanan","PO Box 9033 Stuart, FL 34995","Kyle K Buchanan","Manager of Corporate Budgeting","7724193396","7722235627","buchank7@ccf.org"
"23",100054,"TWIN CITIES HOSPITAL","00100054010120191231201905192020014631","2190 HWY 85 N",,,"NICEVILLE","46","OKALOOSA","FL","32578","nan.french@hcahealthcare.com",,"100054","101257","TWIN CITIES HOSPITAL","2190 HIGHWAY 85 NORTH","NICEVILLE","OKALOOSA","32578","MARK W. DAY","2190 HIGHWAY 85 NORTH NICEVILLE, FL 32578","MARK W. DAY","CHIEF FINANCIAL OFFICER","8506784131","8507299306","compass@hfgflorida.com"
"23",100107,"LEHIGH REGIONAL MEDICAL CENTER","00100107010120191231201905272020093923","1500 LEE BLVD",,,"LEHIGH ACRES","36","LEE","FL","33936","ahorrom@primehealthcare.com",,"100107","101117","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BOULEVARD","LEHIGH ACRES","LEE","33936","CHERYL L. MCINTIRE","1500 LEE BOULEVARD LEHIGH ACRES, FL 33936","CHERYL L. MCINTIRE","CHIEF FINANCIAL OFFICER","2393692101","2393684510","compass@hfgflorida.com"
"23",100126,"PALMS OF PASADENA HOSPITAL","00100126010120191231201905282020094445","1501 PASADENA AVE S",,,"SAINT PETERSBURG","52","PINELLAS","FL","33707",,,"100126","120111","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVENUE SOUTH","ST. PETERSBURG","PINELLAS","33707","MARIA CARUSO","1501 PASADENA AVENUE SOUTH ST. PETERSBURG, FL 33707","MARIA CARUSO","CHIEF FINANCIAL OFFICER","7273811000","7273417629","compass@hfgflorida.com"
